MH,age,log_age,sigma_MH,sigma_logage,Lz,sigma_Lz,id
-0.5411247047548567,4.386926466210112,0.6421603548091324,0.019241920984619555,0.01696419699007732,2381.94017627345,31.3809534403801,22
-0.6636231592024765,3.7582651824928996,0.5749874205836065,0.04179546973778977,0.059860922194262665,2375.0533360927384,31.499140968951586,49
-0.6379004446058936,4.235821865989322,0.626937687921622,0.08551090373876433,0.033793989129885696,2378.3777540440383,11.039303237307895,50
-0.5559845329050255,3.845216887786957,0.5849208410197789,0.05909805968511807,0.03210529692682296,2363.093137428207,49.511401949522714,74
-0.7054953911265571,4.106053510550428,0.6134246048459089,0.019945544607652046,0.028019187317963587,2442.6226901826726,28.650022873195713,84
-0.482450970174797,4.419029726141748,0.6453269230051328,0.014153814585669373,0.036042528030276785,2377.1234730657707,18.248031933331127,91
-0.5886590216886305,4.385754452887443,0.6420443129910212,0.06769395134681072,0.01873881258783999,2354.772763374935,40.51745543699128,94
-0.7098127259923476,10.125308808283505,1.0054082774855533,0.028425020301073918,0.03557137965203596,2299.2581796028226,49.31582397855213,117
-1.3230979741610116,9.634968476945067,0.9838502980977296,0.05965217895835096,0.03160326799544051,2295.185745436491,27.412439650200536,168
-1.4087058936220842,9.894630637848538,0.9953995868255662,0.06911449451896914,0.0424316921585852,2319.8788305112216,16.093980352541127,184
-0.6807710236883806,7.192423436868318,0.8568752475352405,0.04044621023490279,0.024891858667035242,2563.4288481272024,30.44854470111577,299
-0.6493465185008481,3.7086663020284343,0.5692177581850623,0.05118638252464172,0.01483345432332956,2440.6698486801,17.582004428960744,376
-0.13529317940196434,2.7799880438375575,0.4440429281099686,0.0238326969854276,0.034514284652860404,2215.3400931015644,34.67775509303578,410
-0.2169364152405697,3.073949879949266,0.4876967821491143,0.04613128218141901,0.012092417079695546,2179.4255471257347,13.126583418511695,412
-0.43457677498518754,2.6580817633451264,0.42456833583299824,0.06551420651900995,0.034923557543332165,2178.182643527784,30.652535785710132,425
-0.33579823302344514,2.7087268838811807,0.4327652180996573,0.05207468117382487,0.0466116292565018,2222.9784281506304,36.652266428710696,446
-0.15875801555350294,3.1428062584979193,0.4973176093158012,0.030855788726152092,0.03205485797349595,2165.483031147671,23.638189702196236,447
-0.44950685166622273,2.9152675887456923,0.46467842426896744,0.019144604310748506,0.027819828516340808,2179.3335201882396,22.177494299488064,479
-0.3598151918407117,2.9334559459266325,0.4673795704508908,0.06631480603232763,0.013458631537008655,2154.2246483516406,32.3065226158032,491
-0.387988433969115,2.5839987991298563,0.4122923074920101,0.05151834825158451,0.036896311810096526,2145.978500805907,24.312852268925948,494
-0.4780832899228365,3.625575741082286,0.5593769823058355,0.013756744265800896,0.011618056865849581,2346.845776533469,12.090757355430796,510
-0.6386953795452979,3.6112637485394656,0.557659208269618,0.044817911582115434,0.011925542141406583,2369.174689918908,36.50515834722299,521
-0.5016300653955028,3.392135247097285,0.5304731595920708,0.03958303580170603,0.0391889019446646,2342.7574946899003,10.364186061511141,531
-0.5571149572327736,3.5132108968618896,0.5457042211254203,0.012533249037010901,0.02370105813196509,2367.419469172643,29.89698180772548,533
-0.51732384622388,3.2295516809400944,0.5091422387375104,0.03379401722903093,0.01997013860638904,2336.773825731105,13.75486420249835,594
-0.6913687556098069,6.224703303275214,0.7941186558768193,0.04891856858887689,0.012819938842026887,2509.4385267034286,47.139213751331454,652
-1.0840326060991679,6.9446217165538995,0.8416485940782977,0.011356401719258296,0.04043339142833499,2498.6096885687357,48.401036764261846,695
-1.2832674199970822,6.655535586428674,0.8231830099040498,0.06978744067548243,0.023846896583936367,2399.6856650520044,12.889129641377766,716
-1.0969944644681695,7.408428578123587,0.8697260983674853,0.05639145939003994,0.039047585501536045,2397.7674949541083,31.080997107257232,732
-1.1117292376781285,5.548863175795582,0.7442040160865431,0.033758685476397876,0.050835875715973665,2457.272463318863,49.386043277706236,749
-1.2462480198169674,7.458492146361979,0.8726510367616083,0.04465081695970125,0.05385418185271222,2404.197408253737,42.03080600935646,761
-0.7128756460935398,7.222829678381408,0.8587073738785338,0.07583944249617694,0.028458365585799054,2418.0632574887477,17.280649563535068,796
-0.5716694485878038,3.15412495568857,0.4988788946019729,0.05541343074917223,0.04550845561372283,2567.256888483273,13.96165805634373,823
-0.5730541735079978,3.5074147120407932,0.5449871193182465,0.03729162774471936,0.013678576403183887,2581.2372037712057,10.698906940169802,850
-0.6147660183329572,3.816367599856238,0.5816502001253837,0.08927818990565048,0.022614656427486723,2644.818706846282,32.31859512157591,856
-0.5994582979199032,3.200965752103383,0.5052810275486667,0.08586570559989651,0.0450379056227029,2615.2043527423634,13.746295956900383,858
-0.8172862738438055,9.893396851876792,0.9953454301957201,0.02745703081325898,0.03919442927644676,2218.396255281814,46.72886181057069,901
-0.3057699282708,8.541514180529203,0.9315348662343895,0.028678093898835737,0.046684293974870186,2139.633808257846,49.87961155224271,998
-0.6771654099957469,7.164314508593011,0.8551746428314219,0.08601708859156214,0.03902352775229563,2504.4865751436996,45.418852527867784,1001
-0.9899160491201824,5.849335944764776,0.767106564903719,0.0622236162099413,0.024494070746744923,2349.419224034684,35.48423186905919,1011
-0.8204868178652579,5.703532774390968,0.7561439414905872,0.039372732230945465,0.04281398728012828,2422.7897881253966,26.784449128687235,1012
-0.7420890593859629,5.993086779027355,0.777650566263124,0.01831331482176844,0.023914524821569264,2463.3557624428054,40.34678935258019,1019
-0.9282350795932313,6.373165430000723,0.8043551917270011,0.010149547610365009,0.04367505513614172,2439.2368682461697,35.323348979994876,1032
-0.8691067055340833,6.013463663243236,0.7791246910606502,0.08430078900056838,0.010328816009263943,2466.023349738883,43.53532937497979,1039
-1.100544792819334,6.03608317775624,0.7807552157608845,0.021579127860858405,0.01989588215265549,2362.6210773478974,48.91660716864804,1092
-0.7265228872317135,11.075175053285909,1.044350599371431,0.034797190556219444,0.03494485716996513,2203.3967404061123,18.838060471355433,1100
-0.5160184342737087,11.345720989050653,1.0548320993057496,0.0384858659040796,0.05264480107090003,2233.147249185596,39.07196631044505,1138
-0.8463064646071736,10.249331027831417,1.0106955199866405,0.043853818337727196,0.014221301756174372,2213.7705883529925,41.442795267220006,1152
-1.1314823326793797,9.373649574476397,0.9719087137760533,0.026697559770101062,0.024598597142850696,2165.855902850134,30.44445395194891,1159
-1.0581380911490246,9.532250816130286,0.9791954611427636,0.02673403337862567,0.02533630810791533,2191.8767293670867,42.69696746445127,1196
-0.18949106693434797,0.36083746950602796,-0.44268837147712653,0.05312628003816161,0.023587211044859703,2406.969896455443,15.076783613749352,1234
-0.097242997832113,0.3294598687985003,-0.48219747885695424,0.05403799157825284,0.042139089888706474,2423.680124706309,47.67222235326214,1268
-0.5727133787960837,7.680428881080491,0.8853854720479291,0.019560479376182247,0.018796282240706765,2295.632878859462,34.21398275477887,1305
-1.3602268360195655,7.585540694821662,0.8799865425925277,0.028566568307752373,0.025155457822903772,2314.3239265398706,29.70976000490377,1317
-1.0023124351254045,6.936816247796162,0.8411601904451691,0.04111824972420536,0.031446203496808454,2434.213703624484,47.30866424860166,1325
-0.775893245107931,7.3829744560209525,0.8682313658316025,0.0624474424423055,0.020835289122261836,2330.136731802307,20.066301073095296,1328
-1.038772622544875,7.791251445521176,0.8916072204752916,0.08868576014176156,0.05268628152381479,2309.618684475636,40.686896735002264,1333
-0.9717518423780659,7.8623534384158,0.8955525628755155,0.04634375288075484,0.01305775151843335,2347.716770522061,15.046718178351558,1356
-1.0362992883463342,8.196924158607038,0.9136509168298383,0.07301161473850058,0.011061815809497917,2382.1621858003177,42.66436468617077,1357
-1.0113606722088597,7.470490481302247,0.8733491167190274,0.07888771935659729,0.022661181699069385,2314.991094319164,45.277933847894595,1375
-0.9662284097203055,7.433934566194337,0.8712187340981796,0.06224389934081794,0.028942396542488147,2325.092258412396,16.559109245558055,1379
-0.34114449896778765,3.3841981694257313,0.5294557862133791,0.0452001702300601,0.053281204361842124,2301.7071379286363,19.64218784798494,1419
-0.4740614398414944,3.1980427468531074,0.5048842644753658,0.055854159585239684,0.024893069575695044,2225.764170245948,40.33495630556878,1446
-0.39658731711541284,3.62255129789985,0.5590145441051442,0.03441031133475591,0.04147125117009925,2319.8208573632874,34.77301113241949,1471
-0.4739132730827161,3.6146181605787784,0.5580624262467934,0.07752258798020063,0.029736570469529537,2371.8258576334133,43.92262773693415,1472
-0.6319726954132006,3.5382265263306776,0.5487856341096313,0.03565219314277585,0.027792908808836198,2277.5222473835247,20.11077535798881,1481
-0.0009623246012767372,1.5208840854989492,0.18209611546883916,0.08945366153009957,0.053033424655980245,2108.49701060519,48.476161586331216,1514
-0.620440571373156,5.061229686655795,0.7042560467305818,0.03494906279511098,0.04844502427722637,2213.8207663523954,47.660532147979076,1635
-0.5664885421698881,4.181406038310096,0.6213223420625938,0.02519308559533525,0.018709013254396688,2195.3799639333815,27.47008811187124,1646
-0.5223931442069986,4.515390876651025,0.654695351155605,0.061390216948622164,0.026048943060880438,2255.399098418621,26.561756266729347,1679
-1.0484714221289482,7.521447453970649,0.8763014258019255,0.0709078158960686,0.04286061562656265,2255.3275699159744,27.06052811065016,1710
-0.14271727230378065,8.155597332227764,0.9114557751359512,0.043197838118825604,0.019440428941957112,2320.9646214356007,43.65019882871482,1712
-1.2610752780377148,7.733862709155388,0.8883964582483663,0.07955294229560984,0.05047270040655987,2297.8570349590836,26.469455815300535,1716
-1.0195048074955488,7.77142946755142,0.8905009097623845,0.060037876273328517,0.0448962599184382,2281.3342360541924,21.538128283158585,1722
